,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
24258,2015,196,1600,292.45,72.0,1012.0,2.0,T
14434,2014,151,1800,291.26,68.0,1015.0,4.0,F
35609,2016,304,1600,286.77,98.0,1013.0,7.0,F
34499,2016,258,1000,286.04,88.0,1021.0,1.0,F
10287,2013,342,100,279.22,60.0,1022.0,2.0,F
8901,2013,284,700,284.19,80.0,1015.0,1.0,F
26557,2015,292,1100,290.12,82.0,1016.0,3.0,F
24850,2015,221,800,289.29,77.0,1014.0,2.0,F
6148,2013,169,1400,285.88,97.0,1019.0,1.0,T
13611,2014,116,900,281.69,81.0,1012.0,7.0,F
29574,2016,53,400,285.34,87.0,1017.0,3.0,F
13222,2014,100,400,286.63,87.0,1017.0,7.0,F
39324,2017,93,1100,284.67,93.0,1012.0,2.0,F
9219,2013,297,1300,282.94,95.0,1021.0,1.0,F
30429,2016,88,1900,286.09,41.0,1020.0,3.0,F
7376,2013,220,1800,290.26,85.0,1018.0,2.0,F
31402,2016,129,800,286.38,93.0,1015.0,1.0,F
30522,2016,92,1600,284.5,67.0,1012.0,5.0,F
11310,2014,20,800,282.19,79.0,1019.0,0.0,F
18952,2014,340,1400,288.05,98.0,1034.0,3.0,F
14498,2014,154,1500,285.72,92.0,1013.0,1.0,F
31972,2016,153,200,300.35,83.0,1010.0,1.0,F
12819,2014,83,900,282.05,76.0,1020.0,2.0,F
28712,2016,17,600,285.82,100.0,1021.0,2.0,F
25467,2015,247,100,294.21,68.0,1011.0,8.0,F
7556,2013,228,600,290.97,86.0,1012.0,2.0,F
8078,2013,250,0,298.33,27.0,1009.0,2.0,F
21259,2015,71,1700,286.7,90.0,1038.0,1.0,F
35892,2016,316,1100,286.09,87.0,1017.0,2.0,F
8283,2013,258,1300,288.23,94.0,1015.0,2.0,T
9427,2013,306,500,285.63,83.0,1029.0,1.0,F
25720,2015,257,1400,288.85,82.0,1007.0,4.0,F
36830,2016,355,1300,275.64,80.0,1027.0,3.0,F
33492,2016,216,1100,287.1,87.0,1015.0,2.0,F
33031,2016,197,600,285.19,100.0,1020.0,1.0,F
5825,2013,156,100,291.01,49.0,1014.0,2.0,F
27731,2015,341,900,285.24,93.0,1025.0,1.0,F
39094,2017,83,2100,286.88,87.0,1022.0,6.0,F
2041,2012,361,500,280.71,62.0,1021.0,1.0,F
5626,2013,147,1800,289.32,72.0,1020.0,5.0,F
26343,2015,283,1300,288.22,93.0,1016.0,3.0,F
19229,2014,352,300,284.27,100.0,1031.0,4.0,F
11329,2014,21,300,286.07,34.0,1021.0,1.0,F
31000,2016,112,1400,287.83,48.0,1017.0,3.0,F
24684,2015,214,1000,290.22,82.0,1015.0,3.0,F
24679,2015,214,500,291.9,77.0,1015.0,5.0,T
43917,2017,284,2100,291.74,62.0,1016.0,6.0,F
34503,2016,258,1400,285.4,69.0,1022.0,1.0,F
13965,2014,131,1200,285.18,54.0,1018.0,5.0,F
34590,2016,262,500,290.49,82.0,1015.0,3.0,F
20756,2015,50,1800,285.03,97.0,1032.0,1.0,F
37289,2017,8,1600,289.22,60.0,1025.0,10.0,F
43850,2017,282,200,297.34,17.0,1009.0,4.0,F
6018,2013,164,400,289.06,75.0,1009.0,1.0,F
43058,2017,249,200,299.16,54.0,1014.0,3.0,F
8559,2013,270,100,292.63,57.0,1011.0,1.0,F
30525,2016,92,1900,287.9,48.0,1012.0,4.0,F
38298,2017,50,1700,284.1,100.0,1015.0,7.0,F
16245,2014,227,1900,293.46,76.0,1027.0,1.0,F
26734,2015,299,2000,290.94,83.0,1028.0,1.0,F
10424,2013,347,1800,281.0,84.0,1026.0,1.0,F
16672,2014,245,1400,287.91,98.0,1022.0,1.0,F
36073,2016,324,0,291.34,48.0,1014.0,8.0,F
28634,2016,14,0,287.71,82.0,1021.0,5.0,F
18663,2014,328,1300,280.73,100.0,1040.0,1.0,F
12070,2014,52,200,289.14,54.0,1020.0,7.0,F
11220,2014,16,1400,283.23,78.0,1022.0,2.0,T
8481,2013,266,1900,293.98,80.0,1021.0,1.0,T
16493,2014,238,300,289.98,87.0,1025.0,2.0,F
