,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
443,2013,344,700,280.41,41.0,1025.0,1.0,F
444,2016,215,600,294.35,83.0,1016.0,2.0,F
445,2015,205,1800,299.66,65.0,1019.0,2.0,F
446,2017,261,0,296.92,53.0,1014.0,1.0,F
447,2014,300,1000,280.67,83.0,1025.0,1.0,F
448,2014,210,700,294.1,48.0,1029.0,0.0,F
449,2013,199,900,289.93,53.0,1014.0,0.0,F
450,2014,49,1500,284.88,71.0,1017.0,0.0,F
451,2017,119,100,297.33,35.0,1007.0,4.0,F
452,2012,294,2100,297.14,69.0,1013.0,1.0,F
453,2017,29,800,284.47,50.0,1028.0,1.0,F
454,2016,211,1800,304.49,65.0,1011.0,4.0,F
455,2017,26,1000,278.9,75.0,1026.0,1.0,F
456,2016,64,400,287.35,71.0,1024.0,1.0,F
457,2015,296,800,290.07,82.0,1015.0,1.0,F
458,2016,121,500,286.99,76.0,1013.0,2.0,F
459,2014,167,1200,287.3,87.0,1018.0,0.0,F
460,2013,194,1700,295.58,78.0,1014.0,1.0,F
461,2016,110,1500,292.09,48.0,1015.0,1.0,F
462,2016,285,2200,297.96,40.0,963.0,1.0,F
463,2014,340,1600,283.36,89.0,1035.0,1.0,F
464,2014,66,1600,287.54,82.0,1016.0,2.0,F
465,2014,253,200,296.81,42.0,1024.0,1.0,F
466,2017,57,1700,283.27,81.0,1016.0,3.0,F
467,2014,351,0,282.63,96.0,1029.0,1.0,F
468,2016,205,500,299.83,56.0,1010.0,0.0,F
469,2014,50,1600,284.81,82.0,1016.0,0.0,F
470,2013,231,1200,289.86,81.0,1010.0,0.0,F
471,2012,296,600,291.84,77.0,1012.0,0.0,F
472,2016,168,1000,285.39,51.0,1017.0,0.0,F
473,2015,331,2300,285.51,42.0,1022.0,1.0,F
474,2013,364,1000,283.76,15.0,1021.0,1.0,F
475,2014,232,1800,293.72,69.0,1025.0,1.0,F
476,2015,48,100,292.19,44.0,1027.0,1.0,F
477,2015,123,2100,294.56,49.0,1023.0,1.0,F
478,2013,333,1500,285.72,86.0,1019.0,1.0,F
479,2014,83,1700,288.46,72.0,1020.0,1.0,F
480,2017,180,700,291.4,88.0,1013.0,1.0,F
481,2014,138,1900,295.52,51.0,1009.0,2.0,F
482,2015,247,800,290.47,72.0,1011.0,0.0,F
483,2015,349,1400,277.19,42.0,1016.0,1.0,F
484,2016,331,800,284.32,82.0,1017.0,1.0,F
