,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
3912,2013,63,1500,287.11,77.0,1018.0,0.0,F
473,2014,142,1000,287.45,80.0,1012.0,0.0,F
4186,2016,303,300,286.51,89.0,962.0,0.0,F
8,2013,71,2200,297.49,37.0,1024.0,0.0,T
3423,2017,221,2300,302.45,54.0,1012.0,2.0,F
2275,2015,126,2100,288.15,67.0,1023.0,1.0,F
5647,2012,354,1700,287.02,93.0,1013.0,1.0,F
3651,2013,162,1800,293.39,56.0,1012.0,0.0,F
2090,2013,176,1400,290.36,88.0,1012.0,1.0,F
4562,2016,298,1000,286.34,96.0,964.0,1.0,F
5660,2016,38,2200,300.89,11.0,1019.0,1.0,F
5560,2016,249,2200,298.22,60.0,1009.0,5.0,F
4584,2015,295,1200,288.45,82.0,1013.0,1.0,F
2166,2015,149,1300,286.03,82.0,1026.0,0.0,F
883,2016,121,500,286.99,76.0,1013.0,2.0,F
4657,2015,280,2100,301.12,61.0,1017.0,4.0,F
4638,2015,226,0,306.24,51.0,1012.0,6.0,F
5303,2017,34,700,286.97,77.0,1020.0,0.0,F
4353,2017,259,700,292.07,77.0,1012.0,0.0,F
5368,2014,77,1500,286.41,67.0,1011.0,1.0,F
2839,2014,327,100,289.47,52.0,1029.0,1.0,F
448,2012,363,100,286.68,54.0,1014.0,2.0,F
29,2015,115,1300,280.89,94.0,1027.0,0.0,T
2623,2015,337,800,281.61,43.0,1026.0,1.0,F
2424,2014,85,500,286.75,82.0,1014.0,1.0,F
3197,2017,215,2100,305.34,43.0,1014.0,1.0,F
4666,2016,13,300,286.7,58.0,1021.0,3.0,F
2184,2013,333,1800,286.08,89.0,1021.0,1.0,F
1022,2014,286,1000,283.8,59.0,1027.0,0.0,F
4489,2016,275,900,291.21,68.0,1014.0,0.0,F
4992,2014,43,1500,284.73,66.0,1019.0,0.0,F
2856,2013,54,900,280.02,57.0,1020.0,0.0,F
613,2015,8,1100,283.4,60.0,1031.0,2.0,F
3520,2017,108,1300,288.74,100.0,1018.0,0.0,F
5486,2016,84,1100,281.47,58.0,1026.0,1.0,F
5773,2015,221,1200,290.36,88.0,1014.0,0.0,F
4721,2012,344,2000,294.01,23.0,995.0,2.0,F
1707,2016,221,800,291.57,86.0,1008.0,0.0,F
5530,2014,256,1800,300.69,53.0,1021.0,1.0,F
5309,2016,106,1100,286.49,33.0,1011.0,4.0,F
3267,2017,109,700,288.87,87.0,1020.0,2.0,F
472,2014,301,900,281.58,77.0,1027.0,0.0,F
1475,2016,236,600,293.55,82.0,1014.0,3.0,F
2387,2014,62,1000,280.92,93.0,1020.0,0.0,F
5572,2017,27,1500,282.23,56.0,1030.0,3.0,F
5573,2015,249,800,292.4,73.0,1013.0,0.0,F
1099,2016,115,100,294.04,37.0,1014.0,4.0,F
1344,2013,302,1800,283.5,82.0,1028.0,1.0,F
5980,2016,103,800,287.6,82.0,1020.0,0.0,F
3661,2015,232,1400,293.34,68.0,1012.0,2.0,F
5258,2014,276,2200,304.76,16.0,1029.0,0.0,F
5569,2013,322,800,301.11,27.0,988.0,1.0,F
5577,2017,332,100,291.21,63.0,1014.0,4.0,F
2457,2017,293,300,293.09,73.0,1011.0,1.0,F
4435,2013,52,100,284.59,62.0,1009.0,2.0,F
3937,2017,273,1000,291.69,100.0,1011.0,1.0,F
4049,2014,20,1200,283.01,27.0,1019.0,1.0,F
867,2016,211,100,303.94,61.0,1010.0,4.0,F
5283,2015,134,0,288.37,60.0,1025.0,1.0,F
1111,2013,50,900,285.05,73.0,1017.0,2.0,F
3394,2015,139,1900,291.9,59.0,1029.0,1.0,F
3913,2017,145,200,293.59,72.0,1010.0,5.0,F
2601,2016,270,1200,294.75,34.0,1012.0,1.0,F
52,2014,227,1100,287.77,84.0,1026.0,0.0,T
2990,2015,195,2100,301.51,60.0,1012.0,3.0,F
4104,2015,298,100,296.1,33.0,1025.0,0.0,F
304,2012,364,1200,277.39,67.0,1019.0,0.0,F
276,2012,337,200,290.27,93.0,1019.0,0.0,F
3746,2017,326,400,294.28,43.0,1016.0,1.0,F
2360,2015,311,400,291.74,50.0,1018.0,1.0,F
1242,2017,195,1200,292.16,88.0,1015.0,1.0,F
95,2014,175,1600,293.17,74.0,1026.0,1.0,T
900,2016,165,300,290.78,81.0,1018.0,2.0,F
4320,2013,365,600,284.78,48.0,1021.0,1.0,F
2706,2014,145,1000,290.1,78.0,1012.0,1.0,F
2737,2012,328,300,288.46,82.0,1017.0,0.0,F
1597,2014,79,900,285.87,93.0,1018.0,0.0,F
4309,2016,18,2000,288.24,77.0,1023.0,1.0,F
4176,2017,198,1900,300.34,54.0,1012.0,1.0,F
5852,2014,289,200,289.81,70.0,1027.0,1.0,F
1699,2016,141,1100,287.79,72.0,1010.0,1.0,F
2434,2013,118,1000,286.54,87.0,1021.0,0.0,F
69,2014,185,800,290.58,85.0,1026.0,0.0,T
4882,2013,76,700,283.94,81.0,1020.0,1.0,F
1302,2014,125,1100,286.89,82.0,1013.0,1.0,F
3802,2017,107,600,288.24,71.0,1018.0,3.0,F
321,2013,297,700,283.71,95.0,1027.0,0.0,F
850,2013,24,1800,293.0,15.0,1017.0,1.0,F
876,2013,336,2000,295.06,27.0,1016.0,1.0,F
3499,2017,189,1600,299.22,61.0,1009.0,0.0,F
3762,2015,357,1400,284.04,93.0,1008.0,1.0,F
3542,2015,78,400,288.27,74.0,1027.0,0.0,F
3095,2017,17,800,283.9,93.0,1018.0,1.0,F
1984,2015,135,200,281.58,99.0,1024.0,0.0,F
600,2017,236,800,292.07,88.0,1014.0,1.0,F
5386,2013,90,500,287.25,87.0,1020.0,0.0,F
243,2014,248,1500,291.97,69.0,1023.0,0.0,F
2621,2017,291,2200,301.94,37.0,1013.0,1.0,F
134,2014,18,1600,301.11,27.0,988.0,1.0,T
2014,2013,293,2200,301.11,27.0,988.0,1.0,F
5593,2015,251,1900,307.7,40.0,1011.0,3.0,F
2863,2017,216,300,301.49,48.0,1015.0,3.0,F
5021,2015,317,400,289.27,56.0,1015.0,1.0,F
2569,2017,134,2200,293.91,52.0,1012.0,4.0,F
319,2015,290,600,292.9,84.0,1018.0,1.0,F
4862,2015,140,2300,292.3,54.0,1025.0,1.0,F
4520,2013,145,1500,288.51,68.0,1014.0,2.0,F
4503,2017,304,1500,290.29,77.0,1013.0,2.0,F
1656,2013,41,1300,274.9,74.0,995.0,2.0,F
352,2015,181,2300,304.22,55.0,1016.0,3.0,F
5891,2017,302,1300,289.15,100.0,1011.0,2.0,F
2316,2013,302,900,281.82,90.0,1026.0,0.0,F
3712,2014,266,200,295.83,58.0,1025.0,0.0,F
1811,2016,194,900,291.58,82.0,1012.0,0.0,F
385,2015,203,2300,300.75,54.0,1012.0,6.0,F
114,2013,145,1200,286.62,71.0,1013.0,0.0,T
4800,2017,156,800,290.32,82.0,1011.0,2.0,F
3933,2017,22,800,284.72,71.0,1020.0,2.0,F
5321,2012,331,0,294.64,40.0,1014.0,2.0,F
5864,2017,306,1300,289.61,93.0,1016.0,3.0,F
4367,2016,154,1900,301.38,64.0,1015.0,3.0,F
2160,2017,312,1700,289.65,63.0,1018.0,1.0,F
55,2013,348,800,280.14,81.0,1022.0,1.0,T
631,2016,286,500,283.3,89.0,963.0,0.0,F
3489,2016,333,1900,288.21,51.0,1015.0,2.0,F
783,2017,244,400,304.5,26.0,1005.0,1.0,F
1131,2016,255,1800,298.57,68.0,1019.0,3.0,F
399,2016,287,2000,297.63,44.0,962.0,1.0,F
83,2014,73,1500,284.0,81.0,1018.0,0.0,T
4490,2016,57,2000,295.77,25.0,1020.0,1.0,F
360,2015,337,300,291.48,48.0,1018.0,1.0,F
5910,2015,59,2000,284.94,67.0,1023.0,1.0,F
4133,2016,188,2100,300.5,56.0,1015.0,3.0,F
5282,2014,208,2300,300.73,58.0,1022.0,2.0,F
5731,2015,19,1700,285.72,59.0,1035.0,1.0,F
2098,2014,169,1100,287.88,77.0,1010.0,1.0,F
648,2016,151,200,292.77,68.0,1015.0,4.0,F
1239,2015,196,2300,301.2,57.0,1012.0,6.0,F
3026,2016,5,1900,285.88,93.0,1009.0,4.0,F
2502,2016,276,1400,286.45,39.0,1017.0,0.0,F
1298,2016,47,2300,304.07,16.0,1010.0,3.0,F
5727,2016,227,900,294.3,78.0,1009.0,0.0,F
5334,2016,295,700,284.8,31.0,962.0,1.0,F
5598,2012,343,600,287.02,87.0,1014.0,0.0,F
4328,2016,306,2300,292.81,68.0,1015.0,5.0,F
4068,2016,247,0,299.32,64.0,1011.0,5.0,F
1814,2012,305,300,290.82,77.0,1017.0,0.0,F
797,2016,175,500,293.05,81.0,1014.0,0.0,F
5753,2012,315,1600,286.98,62.0,1013.0,0.0,F
1464,2015,331,900,283.63,62.0,1016.0,2.0,F
1343,2014,261,100,302.31,45.0,1020.0,1.0,F
949,2016,123,700,287.09,77.0,1017.0,1.0,F
3458,2016,45,900,284.07,87.0,1018.0,1.0,F
5951,2013,250,100,306.58,22.0,1006.0,1.0,F
4674,2017,176,1100,292.25,88.0,1011.0,2.0,F
4236,2013,171,1700,294.03,62.0,1011.0,1.0,F
731,2013,293,1200,287.5,93.0,1014.0,1.0,F
26,2014,178,1100,286.54,95.0,1023.0,0.0,T
1833,2016,72,1700,284.33,71.0,1022.0,2.0,F
31,2014,120,900,290.61,16.0,1031.0,2.0,T
3490,2014,54,600,286.04,82.0,1013.0,0.0,F
3248,2013,107,1200,284.09,66.0,1012.0,2.0,F
3008,2016,3,500,282.78,66.0,1018.0,0.0,F
3184,2013,40,900,283.86,76.0,1015.0,0.0,F
91,2015,252,1300,297.93,65.0,1009.0,1.0,T
664,2014,342,1000,280.08,89.0,1033.0,0.0,F
1458,2014,106,300,291.08,82.0,1011.0,1.0,F
1325,2015,142,800,282.69,94.0,1028.0,1.0,F
2618,2014,47,1900,292.9,52.0,1017.0,0.0,F
3871,2016,131,600,287.54,72.0,1015.0,0.0,F
4191,2015,324,1900,296.33,16.0,1014.0,2.0,F
4591,2016,52,900,285.35,83.0,1019.0,1.0,F
4417,2016,84,300,293.11,37.0,1020.0,2.0,F
2028,2017,199,1800,298.44,64.0,1015.0,2.0,F
2890,2014,49,600,285.36,87.0,1018.0,0.0,F
4805,2016,365,1900,286.01,87.0,1019.0,1.0,F
346,2016,6,1700,282.49,87.0,1016.0,3.0,F
963,2013,1,200,283.06,43.0,1014.0,2.0,F
3250,2014,76,800,289.4,63.0,1018.0,0.0,F
5144,2017,74,1200,287.61,100.0,1018.0,2.0,F
3861,2013,174,800,288.77,79.0,1017.0,0.0,F
3519,2015,300,2300,299.19,32.0,1019.0,1.0,F
5399,2017,179,800,292.06,88.0,1012.0,0.0,F
569,2015,149,300,292.86,67.0,1026.0,0.0,F
2214,2016,320,500,292.3,77.0,1018.0,0.0,F
208,2014,131,2000,298.48,7.0,1012.0,3.0,T
4014,2016,174,500,295.4,69.0,1015.0,1.0,F
327,2015,252,100,306.4,48.0,1008.0,4.0,F
3570,2014,90,1400,283.2,71.0,1016.0,2.0,F
2456,2015,142,2000,288.39,70.0,1029.0,1.0,F
18,2013,61,1800,297.35,10.0,1024.0,0.0,T
466,2017,87,1100,285.62,62.0,1016.0,1.0,F
3757,2014,259,600,298.82,55.0,1022.0,0.0,F
5293,2016,134,2000,298.21,60.0,1016.0,1.0,F
4072,2014,105,2100,296.01,52.0,1013.0,2.0,F
1399,2017,224,400,296.73,73.0,1009.0,1.0,F
1128,2014,364,1300,270.24,86.0,1028.0,0.0,F
5883,2015,331,1400,280.54,74.0,1022.0,1.0,F
830,2014,99,2300,299.89,19.0,1014.0,0.0,F
3383,2015,337,400,289.88,72.0,1018.0,1.0,F
35,2015,343,1100,283.72,80.0,1023.0,1.0,T
1007,2017,82,1700,287.01,38.0,1019.0,6.0,F
5529,2014,42,0,292.2,49.0,1016.0,0.0,F
2844,2015,44,200,291.23,24.0,1031.0,0.0,F
840,2016,308,1000,289.73,55.0,1016.0,1.0,F
1816,2017,295,800,291.54,55.0,1019.0,1.0,F
842,2016,282,200,290.12,39.0,959.0,0.0,F
5069,2015,42,1000,279.31,49.0,1029.0,1.0,F
5426,2017,222,0,302.28,54.0,1012.0,1.0,F
786,2015,310,1700,288.0,31.0,1021.0,1.0,F
2217,2017,59,1600,283.14,46.0,1018.0,2.0,F
3919,2015,45,1700,290.89,31.0,1032.0,1.0,F
5520,2017,178,1300,291.92,82.0,1011.0,0.0,F
1843,2016,275,700,292.46,65.0,1014.0,0.0,F
1837,2015,153,2100,295.26,60.0,1026.0,1.0,F
1227,2016,356,2200,288.36,82.0,1016.0,5.0,F
886,2012,320,300,291.71,20.0,1016.0,0.0,F
3160,2013,277,1300,288.81,87.0,1013.0,1.0,F
1254,2017,324,1400,283.23,57.0,1015.0,1.0,F
2399,2016,264,1400,292.8,59.0,1019.0,0.0,F
5618,2013,50,100,288.16,59.0,1014.0,1.0,F
